hour,day,month,year,PM2.5,PM10,SO2,NO2,RAIN,TEMP
12,18,3,2013,13.0,6.0,9.0,21.0,0.0,11.7
13,18,3,2013,3.0,6.0,10.0,23.0,0.0,11.9
14,18,3,2013,3.0,6.0,10.0,25.0,0.0,12.0
15,18,3,2013,14.0,6.0,9.0,29.0,0.0,11.5
16,18,3,2013,18.0,6.0,10.0,36.0,0.0,10.7
17,18,3,2013,3.0,6.0,11.0,54.0,0.0,9.7
18,18,3,2013,3.0,27.0,13.0,73.0,0.0,7.2
19,18,3,2013,69.0,303.0,33.0,81.0,0.0,5.4
20,18,3,2013,47.0,130.0,28.0,65.0,0.1,4.4
21,18,3,2013,45.0,86.0,22.0,57.0,0.0,3.7
22,18,3,2013,37.0,57.0,18.0,62.0,0.0,2.9
23,18,3,2013,37.0,57.0,18.0,62.0,0.0,2.6
0,19,3,2013,33.0,35.0,15.0,57.0,0.0,2.5
1,19,3,2013,33.0,38.0,16.0,54.0,0.0,2.0
2,19,3,2013,9.0,31.0,17.0,54.0,0.0,1.2
3,19,3,2013,10.0,35.0,16.0,53.0,0.0,0.8
4,19,3,2013,8.0,23.0,16.0,66.0,0.0,0.1
5,19,3,2013,7.0,26.0,16.0,68.0,0.0,0.1
6,19,3,2013,33.0,44.0,11.0,69.0,0.0,0.4
7,19,3,2013,6.0,27.0,12.0,71.0,0.0,1.6
8,19,3,2013,38.0,50.0,17.0,71.0,0.0,3.0
9,19,3,2013,24.0,55.0,26.0,66.0,0.0,2.6
10,19,3,2013,58.0,61.0,27.0,66.0,0.0,3.0
11,19,3,2013,32.0,55.0,22.0,58.0,0.0,3.2
12,19,3,2013,64.0,67.0,20.0,53.0,0.0,3.5
13,19,3,2013,42.0,62.0,16.0,56.0,0.0,4.0
14,19,3,2013,46.0,58.0,16.0,59.0,0.0,4.8
15,19,3,2013,55.0,64.0,20.0,53.0,0.0,4.4
16,19,3,2013,69.0,47.0,18.0,51.0,0.2,3.5
17,19,3,2013,41.0,44.0,13.0,51.0,0.7,2.8
18,19,3,2013,41.0,24.0,7.0,52.0,1.4,2.3
19,19,3,2013,21.0,23.0,7.0,57.0,1.4,1.7
20,19,3,2013,54.0,18.0,7.0,67.0,1.8,0.9
21,19,3,2013,54.0,19.0,6.0,76.0,1.5,0.9
22,19,3,2013,36.0,48.0,6.0,70.0,1.3,0.4
23,19,3,2013,37.0,49.0,7.0,71.0,0.7,-0.1
0,20,3,2013,73.0,64.0,7.0,51.0,1.0,-0.3
1,20,3,2013,46.0,50.0,5.0,53.0,1.6,-1.2
2,20,3,2013,61.0,50.0,6.0,44.0,0.9,-1.2
3,20,3,2013,54.0,34.0,7.0,39.0,1.5,-1.1
4,20,3,2013,54.0,30.0,8.0,40.0,2.5,-2.1
5,20,3,2013,39.0,36.0,8.0,50.0,0.0,-4.3
6,20,3,2013,36.0,6.0,8.0,49.0,0.0,-5.7
7,20,3,2013,34.0,6.0,9.0,64.0,0.0,-2.3
8,20,3,2013,16.0,37.0,11.0,66.0,0.0,-0.1
9,20,3,2013,44.0,47.0,16.0,68.0,0.0,1.9
10,20,3,2013,43.0,57.0,31.0,63.0,0.0,2.6
11,20,3,2013,68.0,40.0,46.0,60.0,0.0,3.1
12,20,3,2013,41.0,56.0,37.0,58.0,0.0,3.8
13,20,3,2013,72.0,25.0,36.0,53.0,0.0,4.7
14,20,3,2013,62.0,22.0,28.0,52.0,0.0,5.4
15,20,3,2013,33.0,33.0,25.0,53.0,0.0,5.4
16,20,3,2013,37.0,52.0,27.0,61.0,0.0,5.4
17,20,3,2013,40.0,44.0,29.0,64.0,0.0,4.4
18,20,3,2013,66.0,78.0,20.0,72.0,0.0,3.8
19,20,3,2013,56.0,84.0,16.0,79.0,0.0,3.4
20,20,3,2013,66.0,91.0,17.0,83.0,0.0,3.1
21,20,3,2013,79.0,94.0,16.0,80.0,0.0,2.8
22,20,3,2013,80.0,104.0,16.0,85.0,0.0,2.8
23,20,3,2013,89.0,114.0,17.0,86.0,0.0,2.2
0,21,3,2013,92.0,111.0,18.0,77.0,0.0,1.9
1,21,3,2013,125.0,130.0,17.0,80.0,0.0,1.7
2,21,3,2013,96.0,114.0,20.0,76.0,0.0,1.0
3,21,3,2013,97.0,118.0,20.0,73.0,0.0,-0.8
4,21,3,2013,100.0,110.0,22.0,74.0,0.0,-1.7
5,21,3,2013,95.0,110.0,25.0,75.0,0.0,-1.7
6,21,3,2013,120.0,120.0,18.0,74.0,0.0,-0.6
7,21,3,2013,99.0,121.0,16.0,78.0,0.0,0.2
8,21,3,2013,94.0,117.0,19.0,79.0,0.0,1.4
9,21,3,2013,100.0,120.0,30.0,80.0,0.0,2.7
10,21,3,2013,142.0,145.0,42.0,80.0,0.0,3.7
11,21,3,2013,124.0,154.0,45.0,83.5,0.0,5.0
12,21,3,2013,167.0,172.0,59.0,87.0,0.0,6.2
13,21,3,2013,140.0,167.0,62.0,86.0,0.0,6.9
14,21,3,2013,145.0,172.0,58.0,94.0,0.0,7.5
15,21,3,2013,3.0,200.0,55.0,94.0,0.0,7.7
16,21,3,2013,120.0,201.0,48.0,107.0,0.0,7.7
17,21,3,2013,192.0,200.0,40.0,128.0,0.0,6.9
18,21,3,2013,195.0,219.0,38.0,145.0,0.0,6.1
19,21,3,2013,190.0,216.0,26.0,126.0,0.0,5.5
20,21,3,2013,194.0,216.0,25.0,131.0,0.0,5.2
21,21,3,2013,202.0,215.0,26.0,133.0,0.0,4.8
22,21,3,2013,197.0,199.0,26.0,130.0,0.0,4.7
23,21,3,2013,172.0,189.0,26.0,116.0,0.0,4.1
0,22,3,2013,170.0,182.0,25.0,111.0,0.0,3.4
1,22,3,2013,167.0,169.0,25.0,113.0,0.0,1.7
2,22,3,2013,171.0,165.0,27.0,109.0,0.0,1.1
3,22,3,2013,138.0,142.0,28.0,107.0,0.0,2.4
4,22,3,2013,144.0,167.0,34.0,104.0,0.0,4.4
5,22,3,2013,17.0,164.0,24.0,64.0,0.0,4.0
6,22,3,2013,6.0,6.0,15.0,52.0,0.0,2.7
7,22,3,2013,3.0,6.0,18.0,66.0,0.0,5.8
8,22,3,2013,19.0,21.0,25.0,82.0,0.0,7.6
9,22,3,2013,125.0,141.0,35.0,103.0,0.0,8.6
10,22,3,2013,120.0,136.0,34.0,101.0,0.0,8.1
11,22,3,2013,116.0,133.0,34.0,99.0,0.0,8.7
12,22,3,2013,63.0,114.0,46.0,65.0,0.0,9.2
13,22,3,2013,59.0,114.0,40.0,71.0,0.0,9.8
14,22,3,2013,99.0,177.0,44.0,85.0,0.0,10.0
15,22,3,2013,84.0,160.0,44.0,84.0,0.0,9.6
16,22,3,2013,77.0,160.0,40.0,88.0,0.0,9.3
17,22,3,2013,76.0,146.0,39.0,92.0,0.0,8.9
18,22,3,2013,71.0,135.0,39.0,97.0,0.0,8.1
19,22,3,2013,68.0,126.0,38.0,99.0,0.0,7.8
20,22,3,2013,64.0,118.0,32.0,93.0,0.0,7.1
21,22,3,2013,61.0,120.0,29.0,93.0,0.0,5.6
22,22,3,2013,62.0,100.0,28.0,102.0,0.0,4.3
23,22,3,2013,55.0,88.0,26.0,91.0,0.0,3.1
0,23,3,2013,64.0,88.0,24.0,91.0,0.0,2.7
1,23,3,2013,70.0,76.0,28.0,81.0,0.0,2.2
2,23,3,2013,67.0,75.0,25.0,80.0,0.0,2.0
3,23,3,2013,63.0,73.0,24.0,80.0,0.0,1.5
4,23,3,2013,64.0,71.0,24.0,83.0,0.0,0.8
5,23,3,2013,65.0,72.0,25.0,84.0,0.0,0.8
6,23,3,2013,65.0,84.0,30.0,89.0,0.0,1.0
7,23,3,2013,62.0,86.0,23.0,86.0,0.0,1.8
8,23,3,2013,52.0,62.0,29.0,85.0,0.0,3.4
9,23,3,2013,70.0,51.0,52.0,85.0,0.0,4.5
10,23,3,2013,65.0,68.0,61.0,88.0,0.0,4.2
11,23,3,2013,73.0,106.0,63.0,90.0,0.0,5.0
12,23,3,2013,82.0,122.0,65.0,89.0,0.0,5.1
13,23,3,2013,88.0,109.0,65.0,91.0,0.0,7.4
14,23,3,2013,87.0,105.0,66.0,92.0,0.0,10.3
15,23,3,2013,88.0,128.0,69.0,103.0,0.0,10.6
16,23,3,2013,82.0,184.0,67.0,110.0,0.0,11.9
17,23,3,2013,42.0,212.0,28.0,70.0,0.0,9.0
18,23,3,2013,20.0,149.0,16.0,42.0,0.0,7.1
19,23,3,2013,15.0,33.0,14.0,45.0,0.0,6.0
20,23,3,2013,16.0,18.0,12.0,44.0,0.0,5.2
21,23,3,2013,7.0,16.0,10.0,37.0,0.0,4.6
22,23,3,2013,11.0,6.0,10.0,38.0,0.0,3.9
23,23,3,2013,6.0,7.0,10.0,39.0,0.0,3.5
0,24,3,2013,4.0,7.0,10.0,36.0,0.0,2.7
1,24,3,2013,3.0,13.0,9.0,42.0,0.0,2.0
2,24,3,2013,6.0,11.0,10.0,54.0,0.0,2.0
3,24,3,2013,3.0,6.0,7.0,41.0,0.0,1.6
4,24,3,2013,3.0,6.0,7.0,41.0,0.0,1.5
5,24,3,2013,4.0,6.0,7.0,32.0,0.0,1.0
6,24,3,2013,5.0,11.0,13.0,31.0,0.0,1.1
7,24,3,2013,8.0,9.0,19.0,31.0,0.0,2.8
8,24,3,2013,3.0,20.0,18.0,47.0,0.0,4.3
9,24,3,2013,13.0,7.0,18.0,36.0,0.0,5.6
10,24,3,2013,11.0,6.0,16.0,33.0,0.0,5.9
11,24,3,2013,6.0,6.0,15.0,36.0,0.0,7.5
12,24,3,2013,5.0,6.0,13.0,36.0,0.0,8.8
13,24,3,2013,3.0,6.0,11.0,36.0,0.0,9.7
14,24,3,2013,14.0,6.0,14.0,44.0,0.0,10.4
15,24,3,2013,18.0,7.0,13.0,54.0,0.0,10.6
16,24,3,2013,14.0,35.0,13.0,74.0,0.0,9.5
17,24,3,2013,20.0,40.0,15.0,90.0,0.0,7.9
18,24,3,2013,31.0,67.0,14.0,98.0,0.0,6.9
19,24,3,2013,42.0,82.0,17.0,104.0,0.0,6.3
20,24,3,2013,57.0,90.0,27.0,101.0,0.0,5.9
21,24,3,2013,55.0,104.0,30.0,113.0,0.0,5.2
22,24,3,2013,71.0,120.0,33.0,120.0,0.0,2.6
23,24,3,2013,71.0,120.0,43.0,120.0,0.0,0.9
0,25,3,2013,82.0,137.0,43.0,119.0,0.0,0.3
1,25,3,2013,85.0,143.0,45.0,116.0,0.0,-0.3
2,25,3,2013,97.0,133.0,39.0,117.0,0.0,0.5
3,25,3,2013,83.0,110.0,37.0,112.0,0.0,0.3
4,25,3,2013,77.0,113.0,29.0,98.0,0.0,-0.6
5,25,3,2013,78.0,105.0,27.0,94.0,0.0,-1.1
6,25,3,2013,74.0,126.0,15.0,94.0,0.0,-0.9
7,25,3,2013,76.0,117.0,13.0,87.0,0.0,0.8
8,25,3,2013,97.0,147.0,43.0,87.0,0.0,2.7
9,25,3,2013,108.0,160.0,89.0,87.0,0.0,4.3
10,25,3,2013,109.0,141.0,104.0,89.0,0.0,6.5
11,25,3,2013,111.0,128.0,97.0,97.0,0.0,7.8
12,25,3,2013,118.0,129.0,78.0,105.0,0.0,9.2
13,25,3,2013,117.0,128.0,64.0,113.0,0.0,10.0
14,25,3,2013,125.0,154.0,58.0,121.0,0.0,10.6
15,25,3,2013,127.0,152.0,53.0,112.0,0.0,10.8
16,25,3,2013,119.0,138.0,49.0,107.0,0.0,10.3
17,25,3,2013,119.0,138.0,49.0,107.0,0.0,9.8
18,25,3,2013,110.0,153.0,42.0,119.0,0.0,9.2
19,25,3,2013,138.0,180.0,53.0,131.0,0.0,8.9
20,25,3,2013,131.0,169.0,56.0,134.0,0.0,8.5
21,25,3,2013,106.0,139.0,45.0,127.0,0.0,7.9
22,25,3,2013,111.0,155.0,45.0,131.0,0.0,5.4
23,25,3,2013,113.0,167.0,44.0,134.0,0.0,2.7
0,26,3,2013,107.0,147.0,42.0,128.0,0.0,1.7
1,26,3,2013,104.0,159.0,40.0,127.0,0.0,1.1
2,26,3,2013,112.0,160.0,44.0,125.0,0.0,0.2
3,26,3,2013,119.0,177.0,47.0,119.0,0.0,-0.3
4,26,3,2013,144.0,202.0,60.0,114.0,0.0,-0.4
5,26,3,2013,143.0,235.0,35.0,110.0,0.0,-0.2
6,26,3,2013,142.0,233.0,20.0,112.0,0.0,1.1
7,26,3,2013,150.0,232.0,21.0,113.0,0.0,3.2
8,26,3,2013,164.0,219.0,36.0,117.0,0.0,4.8
9,26,3,2013,171.0,217.0,65.0,121.0,0.0,6.6
10,26,3,2013,176.0,219.0,74.0,124.0,0.0,8.2
11,26,3,2013,171.0,214.0,68.0,132.0,0.0,9.7
12,26,3,2013,213.0,284.0,68.0,136.0,0.0,10.7
13,26,3,2013,218.0,253.0,78.0,113.0,0.0,11.8
14,26,3,2013,219.0,243.0,81.0,103.0,0.0,12.3
15,26,3,2013,218.0,249.0,90.0,116.0,0.0,12.8
16,26,3,2013,222.0,271.0,96.0,136.0,0.0,12.9
17,26,3,2013,213.0,261.0,103.0,143.0,0.0,12.5
18,26,3,2013,212.0,276.0,116.0,149.0,0.0,11.8
19,26,3,2013,212.0,276.0,116.0,149.0,0.0,11.4
20,26,3,2013,222.0,304.0,102.0,156.0,0.0,10.3
21,26,3,2013,216.0,293.0,80.0,150.0,0.0,7.7
22,26,3,2013,243.0,301.0,69.0,151.0,0.0,6.2
23,26,3,2013,242.0,316.0,51.0,140.0,0.0,7.1
0,27,3,2013,165.0,256.0,44.0,110.0,0.0,8.0
1,27,3,2013,128.0,204.0,38.0,91.0,0.0,7.3
2,27,3,2013,123.0,183.0,30.0,83.0,0.0,6.1
3,27,3,2013,130.0,172.0,23.0,80.0,0.0,4.3
4,27,3,2013,131.0,151.0,20.0,74.0,0.0,2.9
5,27,3,2013,135.0,138.0,16.0,73.0,0.0,2.8
6,27,3,2013,152.0,185.0,16.0,76.0,0.0,4.2
7,27,3,2013,166.0,226.0,17.0,80.0,0.0,5.3
8,27,3,2013,245.0,324.0,25.0,92.0,0.0,7.6
9,27,3,2013,218.0,316.0,34.0,89.0,0.0,10.6
10,27,3,2013,196.0,283.0,62.0,82.0,0.0,14.5
11,27,3,2013,157.0,158.0,92.0,80.0,0.0,17.2
12,27,3,2013,82.0,71.0,50.0,69.0,0.0,18.6
13,27,3,2013,25.0,18.0,23.0,48.0,0.0,19.5
14,27,3,2013,25.0,25.0,23.0,48.0,0.0,18.9
15,27,3,2013,11.0,13.0,15.0,45.0,0.0,18.2
16,27,3,2013,7.0,11.0,12.0,40.0,0.0,17.2
17,27,3,2013,3.0,6.0,10.0,35.0,0.0,14.5
18,27,3,2013,4.0,17.0,10.0,34.0,0.0,12.7
19,27,3,2013,10.0,16.0,9.0,40.0,0.0,11.6
20,27,3,2013,14.0,14.0,8.0,45.0,0.0,10.9
21,27,3,2013,6.0,16.0,8.0,42.0,0.0,10.4
22,27,3,2013,6.0,7.0,7.0,40.0,0.0,9.7
23,27,3,2013,6.0,7.0,7.0,40.0,0.0,8.1
0,28,3,2013,3.0,6.0,8.0,47.0,0.0,6.8
1,28,3,2013,3.0,6.0,9.0,48.0,0.0,5.9
2,28,3,2013,3.0,6.0,8.0,41.0,0.0,5.3
3,28,3,2013,5.0,8.0,4.0,38.0,0.0,4.5
4,28,3,2013,6.0,8.0,5.0,38.0,0.0,4.3
5,28,3,2013,5.0,8.0,5.0,36.0,0.0,4.3
6,28,3,2013,3.0,6.0,4.0,36.0,0.0,4.6
7,28,3,2013,3.0,6.0,4.0,44.0,0.0,5.4
8,28,3,2013,9.0,9.0,4.0,57.0,0.0,6.8
9,28,3,2013,9.0,9.0,4.0,57.0,0.0,7.4
10,28,3,2013,4.0,11.0,7.0,60.0,0.0,8.8
11,28,3,2013,14.0,38.0,12.0,77.0,0.0,9.5
12,28,3,2013,6.0,40.0,10.0,66.0,0.0,10.7
13,28,3,2013,13.0,51.0,10.0,52.0,0.0,11.2
14,28,3,2013,13.0,25.0,7.0,50.0,0.0,12.7
15,28,3,2013,14.0,25.0,8.0,50.0,0.0,13.8
16,28,3,2013,10.0,10.0,9.1392,57.0734,0.0,14.2
17,28,3,2013,10.0,12.5,9.7104,69.3914,0.0,12.9
18,28,3,2013,12.0,15.0,6.8544,75.3451,0.0,9.5
19,28,3,2013,46.0,228.0,13.9944,99.5705,0.0,8.5
20,28,3,2013,99.0,182.0,22.2768,104.703,0.0,8.2
21,28,3,2013,110.0,174.0,26.5608,102.0341,0.0,6.4
22,28,3,2013,109.0,159.0,24.5616,107.5772,0.0,4.6
23,28,3,2013,107.0,159.0,17.9928,125.6436,0.0,2.8
0,29,3,2013,102.0,165.0,9.996,126.4648,0.0,2.1
1,29,3,2013,71.0,50.0,14.5656,116.6104,0.0,2.6
2,29,3,2013,38.0,41.0,14.8512,109.8355,0.0,2.2
3,29,3,2013,32.0,44.0,11.7096,105.5242,0.0,3.5
4,29,3,2013,34.0,70.0,15.708,105.7295,0.0,3.2
5,29,3,2013,68.0,161.0,18.564,103.4712,0.0,2.2
6,29,3,2013,81.0,137.0,16.8504,99.1599,0.0,2.6
7,29,3,2013,79.0,131.0,17.7072,94.8486,0.0,4.2
8,29,3,2013,87.0,166.0,39.1272,95.6698,0.0,6.5
9,29,3,2013,76.0,122.0,60.8328,96.0804,0.0,7.9
10,29,3,2013,76.0,122.0,61.0,97.0,0.0,8.7
11,29,3,2013,3.0,107.5,48.0,69.0,0.0,9.6
12,29,3,2013,3.0,93.0,49.0,71.0,0.0,9.1
13,29,3,2013,56.0,113.0,52.0,72.0,0.0,9.8
14,29,3,2013,106.0,164.0,56.0,85.0,0.0,9.6
15,29,3,2013,123.0,147.0,50.0,100.0,0.0,9.5
16,29,3,2013,120.0,152.0,45.0,108.0,0.0,9.6
17,29,3,2013,119.0,152.0,39.0,111.0,0.0,9.1
18,29,3,2013,113.0,136.0,38.0,109.0,0.0,8.3
19,29,3,2013,106.0,145.0,42.0,113.0,0.0,7.5
20,29,3,2013,109.0,216.0,43.0,117.0,0.0,6.0
21,29,3,2013,81.0,160.0,36.0,97.0,0.0,5.3
22,29,3,2013,70.0,113.0,37.0,87.0,0.0,5.2
23,29,3,2013,55.0,84.0,48.0,77.0,0.0,4.7
0,30,3,2013,55.0,84.0,48.0,77.0,0.0,4.3
1,30,3,2013,56.0,62.0,50.0,73.0,0.0,3.8
2,30,3,2013,54.0,69.0,45.0,71.0,0.0,2.9
3,30,3,2013,57.0,86.0,47.0,81.0,0.0,2.9
4,30,3,2013,68.0,103.0,53.0,82.0,0.0,2.5
5,30,3,2013,75.0,104.0,65.0,83.0,0.0,2.6
6,30,3,2013,69.0,104.0,69.0,82.0,0.0,2.5
7,30,3,2013,68.0,120.0,62.0,94.0,0.0,4.1
8,30,3,2013,80.0,138.0,86.0,86.0,0.0,5.7
9,30,3,2013,80.0,129.0,101.0,79.0,0.0,7.3
10,30,3,2013,83.0,124.0,95.0,75.0,0.0,8.4
11,30,3,2013,83.0,124.0,95.0,75.0,0.0,9.4
12,30,3,2013,114.0,148.0,87.0,88.0,0.0,10.3
13,30,3,2013,115.0,143.0,81.0,88.0,0.0,10.8
14,30,3,2013,116.0,136.0,76.0,88.0,0.0,10.9
15,30,3,2013,116.0,136.0,76.0,88.0,0.0,10.8
16,30,3,2013,110.0,131.0,56.0,96.0,0.0,10.0
17,30,3,2013,103.0,124.0,43.0,96.0,0.0,9.0
18,30,3,2013,90.0,108.0,30.0,88.0,0.0,7.7
19,30,3,2013,96.0,124.0,18.0,86.0,0.0,6.8
20,30,3,2013,110.0,119.0,13.0,84.0,0.0,6.1
21,30,3,2013,110.0,119.0,13.0,84.0,0.0,5.5
22,30,3,2013,119.0,104.0,11.0,82.0,0.0,5.5
23,30,3,2013,110.0,118.0,12.0,94.0,0.0,5.0
0,31,3,2013,106.0,113.0,12.0,87.0,0.0,4.9
1,31,3,2013,120.0,123.0,14.0,96.0,0.0,4.8
2,31,3,2013,128.0,131.0,19.0,92.0,0.0,4.8
3,31,3,2013,124.0,130.0,20.0,87.0,0.0,4.9
4,31,3,2013,138.0,149.0,21.0,88.0,0.0,4.8
5,31,3,2013,148.0,159.0,21.0,76.0,0.0,4.5
6,31,3,2013,155.0,159.0,18.0,67.0,0.0,4.4
7,31,3,2013,135.0,155.0,16.0,67.0,0.0,4.7
8,31,3,2013,135.0,155.0,16.0,67.0,0.0,4.9
9,31,3,2013,167.0,181.0,19.0,70.0,0.0,5.4
10,31,3,2013,167.0,181.0,19.0,70.0,0.0,5.7
11,31,3,2013,205.0,222.0,24.0,70.0,0.0,5.8
12,31,3,2013,203.0,246.0,25.0,72.0,0.0,6.2
13,31,3,2013,212.0,259.0,26.0,72.0,0.0,5.9
14,31,3,2013,223.0,270.0,23.0,77.0,0.0,6.0
15,31,3,2013,228.0,272.0,17.0,77.0,0.0,6.7
16,31,3,2013,216.0,277.0,25.0,79.0,0.0,6.9
17,31,3,2013,229.0,289.0,27.0,86.0,0.0,6.3
18,31,3,2013,229.0,289.0,27.0,86.0,0.0,5.7
19,31,3,2013,234.0,293.0,25.0,95.0,0.0,5.6
20,31,3,2013,231.0,303.0,14.0,87.0,0.0,6.1
21,31,3,2013,237.0,292.0,15.0,85.0,0.0,5.9
22,31,3,2013,236.0,275.0,17.0,87.0,0.0,6.5
23,31,3,2013,241.0,283.0,20.0,86.0,0.0,6.3
0,1,4,2013,237.0,264.0,24.0,90.0,0.0,6.6
1,1,4,2013,242.0,266.0,24.0,90.0,0.0,6.6
2,1,4,2013,244.0,260.0,24.0,94.0,0.0,6.4
3,1,4,2013,249.0,267.0,36.0,91.0,0.0,5.5
4,1,4,2013,249.0,267.0,36.0,91.0,0.0,4.6
5,1,4,2013,244.0,256.0,29.0,100.0,0.0,3.4
6,1,4,2013,244.0,256.0,29.0,100.0,0.0,5.0
7,1,4,2013,243.0,248.0,18.0,89.0,0.0,11.9
8,1,4,2013,26.0,150.0,34.0,38.0,0.0,12.7
9,1,4,2013,16.0,113.0,21.0,32.0,0.0,11.9
10,1,4,2013,32.0,44.0,22.0,39.0,0.0,12.2
11,1,4,2013,31.0,47.0,20.0,32.0,0.0,14.7
12,1,4,2013,26.0,66.0,17.0,27.0,0.0,15.7
13,1,4,2013,54.0,120.0,26.0,37.0,0.0,16.1
14,1,4,2013,46.0,115.0,23.0,50.0,0.0,16.7
15,1,4,2013,44.0,86.0,20.0,62.0,0.0,16.5
16,1,4,2013,44.0,86.0,20.0,62.0,0.0,15.9
17,1,4,2013,3.0,14.0,15.0,80.0,0.0,14.6
18,1,4,2013,3.0,27.0,10.0,85.0,0.0,12.8
19,1,4,2013,34.0,28.0,6.0,79.0,0.0,11.5
20,1,4,2013,24.0,50.0,4.0,94.0,0.0,10.4
21,1,4,2013,30.0,36.0,3.0,94.0,0.0,9.9
22,1,4,2013,27.0,36.0,3.0,71.0,0.0,6.0
23,1,4,2013,27.0,28.0,3.0,71.0,0.0,3.4
0,2,4,2013,28.0,32.0,3.0,92.0,0.0,5.0
1,2,4,2013,25.0,33.0,3.0,106.0,0.0,1.7
2,2,4,2013,15.0,81.0,7.0,103.0,0.0,0.5
3,2,4,2013,15.0,81.0,7.0,114.0,0.0,0.0
4,2,4,2013,32.0,99.0,11.0,110.0,0.0,1.1
5,2,4,2013,58.0,100.0,15.0,110.0,0.0,3.6
6,2,4,2013,101.0,236.0,14.0,111.0,0.0,2.9
7,2,4,2013,119.0,156.0,18.0,94.0,0.0,6.3
8,2,4,2013,101.0,110.0,60.0,92.0,0.0,8.3
9,2,4,2013,101.0,110.0,60.0,92.0,0.0,10.6
10,2,4,2013,169.0,217.0,86.0,116.0,0.0,12.4
11,2,4,2013,105.0,189.0,75.0,113.0,0.0,14.3
12,2,4,2013,201.0,189.0,44.0,75.0,0.0,15.1
13,2,4,2013,144.0,146.0,44.0,55.0,0.0,16.6
14,2,4,2013,143.0,148.0,45.0,62.0,0.0,17.7
15,2,4,2013,152.0,170.0,54.0,83.0,0.0,18.2
16,2,4,2013,162.0,201.0,60.0,104.0,0.0,17.5
17,2,4,2013,156.0,206.0,68.0,121.0,0.0,16.9
18,2,4,2013,148.0,202.0,65.0,136.0,0.0,15.9
19,2,4,2013,132.0,187.0,59.0,143.0,0.0,15.2
20,2,4,2013,133.0,187.0,59.0,143.0,0.0,13.6
21,2,4,2013,131.0,188.0,55.0,141.0,0.0,10.6
22,2,4,2013,136.0,187.0,58.0,160.0,0.0,8.5
23,2,4,2013,146.0,214.0,47.0,163.0,0.0,8.4
0,3,4,2013,146.0,214.0,47.0,163.0,0.0,8.4
1,3,4,2013,167.0,256.0,29.0,146.0,0.0,7.6
2,3,4,2013,167.0,256.0,29.0,146.0,0.0,6.6
3,3,4,2013,175.0,231.0,29.0,151.0,0.0,6.5
4,3,4,2013,175.0,231.0,29.0,151.0,0.0,5.9
5,3,4,2013,181.0,237.0,26.0,138.0,0.0,5.4
6,3,4,2013,166.0,256.0,21.0,124.0,0.0,6.4
7,3,4,2013,162.0,262.0,26.0,118.0,0.0,9.7
8,3,4,2013,160.0,280.0,52.0,120.0,0.0,12.7
9,3,4,2013,160.0,279.0,52.0,120.0,0.0,15.7
10,3,4,2013,135.0,233.0,50.0,95.0,0.0,18.0
11,3,4,2013,135.0,233.0,50.0,95.0,0.0,19.6
12,3,4,2013,161.0,218.0,60.0,95.0,0.0,19.6
13,3,4,2013,187.0,263.0,72.0,105.0,0.0,19.6
14,3,4,2013,206.0,303.0,80.0,124.0,0.0,17.9
15,3,4,2013,232.0,396.0,91.0,101.0,0.0,16.9
16,3,4,2013,169.0,294.0,80.0,85.0,0.0,15.6
17,3,4,2013,123.0,189.0,62.0,96.0,0.0,14.0
18,3,4,2013,123.0,189.0,62.0,96.0,0.0,12.8
19,3,4,2013,78.0,119.0,27.0,99.0,0.0,11.7
20,3,4,2013,71.0,128.0,23.0,114.0,0.0,10.0
21,3,4,2013,71.0,120.0,20.0,128.0,0.0,9.6
22,3,4,2013,71.0,120.0,20.0,128.0,0.0,8.9
23,3,4,2013,63.0,110.0,16.0,123.0,0.0,6.9
0,4,4,2013,63.0,110.0,16.0,123.0,0.0,7.1
1,4,4,2013,48.0,48.0,25.0,65.0,0.0,8.7
2,4,4,2013,41.0,49.0,31.0,57.0,0.0,8.7
3,4,4,2013,46.0,43.0,40.0,53.0,0.0,8.5
4,4,4,2013,46.0,35.0,40.0,52.0,0.0,8.0
5,4,4,2013,46.0,41.0,40.0,52.0,0.0,8.0
6,4,4,2013,43.0,51.0,38.0,54.0,0.0,8.2
7,4,4,2013,44.0,75.0,50.0,73.0,0.0,8.5
8,4,4,2013,55.0,89.0,66.0,94.0,0.0,9.0
9,4,4,2013,54.0,98.0,62.0,102.0,0.0,9.4
10,4,4,2013,70.0,115.0,77.0,105.0,0.0,9.5
11,4,4,2013,77.0,121.0,77.0,117.0,0.0,10.2
12,4,4,2013,82.0,130.0,81.0,115.0,0.0,10.5
13,4,4,2013,82.0,130.0,81.0,115.0,0.0,10.7
14,4,4,2013,99.0,176.0,84.0,129.0,0.1,8.3
15,4,4,2013,88.0,215.0,58.0,126.0,0.0,6.8
16,4,4,2013,77.0,146.0,20.0,109.0,1.4,6.0
17,4,4,2013,84.0,116.0,7.0,114.0,0.7,5.8
18,4,4,2013,84.0,116.0,7.0,114.0,1.3,5.7
19,4,4,2013,88.0,98.0,8.0,107.0,1.9,5.6
20,4,4,2013,97.0,98.0,8.0,105.0,0.9,5.6
21,4,4,2013,97.0,98.0,8.0,105.0,0.1,5.7
22,4,4,2013,89.0,95.0,8.0,97.0,0.7,5.8
23,4,4,2013,95.0,97.0,9.0,97.0,1.1,5.9
0,5,4,2013,95.0,97.0,9.0,97.0,0.3,5.9
